RandOrder,ID,Question,Order,Condition,Topic,Value,分類後
2734,88,Q3,B,2,この理論は,突破されるが、再構築可能である,その他隠喩
2735,59,Q3,B,1,この理論は,壊れることがある,その他隠喩
2736,37,Q3,B,2,この理論は,再生する,字義
2737,78,Q3,A,2,この理論は,積み木でありブロックである,名詞隠喩
2738,30,Q3,B,2,この理論は,あくまで仮定だ,字義
2739,17,Q3,B,3,この理論は,再生可能だ,字義
2740,32,Q3,B,2,この理論は,見通しは立たないが、やってみる価値はある,字義
2741,54,Q3,B,2,この理論は,積み木のようだ,名詞直喩
2742,1,Q3,B,3,この理論は,積み木のようだ,名詞直喩
2743,6,Q3,B,1,この理論は,崩壊することがある,その他隠喩
2744,45,Q3,B,3,この理論は,危うい部分があり、構築されていく,その他隠喩
2745,8,Q3,A,3,この理論は,計画的だが、脆さもある,その他隠喩
2746,24,Q3,A,3,この理論は,積み木のようだ,名詞直喩
2747,64,Q3,A,1,この理論は,積み木だ,名詞隠喩
2748,35,Q3,B,1,この理論は,完璧じゃない。,字義
2749,82,Q3,A,2,この理論は,パズルのようだ,名詞直喩
2750,34,Q3,A,2,この理論は,パズルのようだ。,名詞直喩
2751,61,Q3,A,1,この理論は,次の理論を導くことができる,字義
2752,124,Q3,B,1,この理論は,綻びがある,字義
2753,99,Q3,A,3,この理論は,トランプのタワーだ,名詞隠喩
2754,97,Q3,A,3,この理論は,様々な意見と組み合わされ、構成され、成り立たない場合がある,字義
2755,98,Q3,B,2,この理論は,不完全で、再構築される。,その他隠喩
2756,13,Q3,B,3,この理論は,人生のようだ,名詞直喩
2757,44,Q3,B,3,この理論は,積み木のようだ,名詞直喩
2758,108,Q3,B,1,この理論は,地盤が緩い,その他隠喩
2759,91,Q3,B,2,この理論は,完全ではなく、再考できる,字義
2760,103,Q3,A,2,この理論は,蓄積して、構築される,その他隠喩
2761,133,Q3,B,1,この理論は,崩壊することがある,その他隠喩
2762,92,Q3,B,1,この理論は,不確か,字義
2763,70,Q3,A,1,この理論は,蓄積する,字義
2764,83,Q3,A,1,この理論は,積み上げられる,その他隠喩
2765,4,Q3,A,1,この理論は,漆塗りの器のようだ,名詞直喩
2766,56,Q3,A,3,この理論は,ブロックのようだ,名詞直喩
2767,11,Q3,A,3,この理論は,もろくてはかない,その他隠喩
2768,15,Q3,A,1,この理論は,積み木のようだ,名詞直喩
2769,43,Q3,A,1,この理論は,思い出のようだ,名詞直喩
2770,26,Q3,A,1,この理論は,パズルのようだ,名詞直喩
2771,93,Q3,A,2,この理論は,ピラミッドだ,名詞隠喩
2772,60,Q3,A,3,この理論は,積み木のようだ,名詞直喩
2773,68,Q3,A,2,この理論は,繰り返すことによって成立する。,字義
2774,51,Q3,A,2,この理論は,積み木のようなものだ,名詞直喩
2775,41,Q3,B,3,この理論は,砂の城のようだ,名詞直喩
2776,76,Q3,B,1,この理論は,変わることがある。,字義
2777,58,Q3,B,3,この理論は,一定ではなく、積み上げられては、山となっていく,その他隠喩
2778,94,Q3,B,2,この理論は,はずれることがある,字義
2779,89,Q3,A,3,この理論は,進化中だ,字義
2780,46,Q3,A,1,この理論は,深まる,その他隠喩
2781,100,Q3,A,2,この理論は,積み木のようだ,名詞直喩
2782,80,Q3,A,1,この理論は,蓄積されていく,字義
2783,53,Q3,B,1,この理論は,破綻する可能性がある,字義
2784,23,Q3,A,3,この理論は,軟弱なビルのようだ,名詞直喩
2785,86,Q3,B,3,この理論は,積み木みたいだ,名詞直喩
2786,12,Q3,B,2,この理論は,パズルのようだ,名詞直喩
2787,47,Q3,B,3,この理論は,崩壊することがあり、構成され、蓄積される,その他隠喩
2788,67,Q3,A,2,この理論は,こつこつと考えていくものだ,字義
2789,9,Q3,B,1,この理論は,壊れることがある,その他隠喩
2790,3,Q3,B,2,この理論は,積み木のようだ,名詞直喩
2791,100,Q30,A,1,彼女の寝息は,ほのかだ,字義
2792,62,Q30,B,2,彼女の寝息は,一流のソプラノ歌手のようだ,名詞直喩
2793,59,Q30,B,3,彼女の寝息は,心が休まり、小鳥の囀りのような囁きに聞こえる,その他直喩
2794,5,Q30,A,1,彼女の寝息は,ひそやかだ,字義
2795,53,Q30,B,3,彼女の寝息は,甲高く気持ちいい,字義
2796,3,Q30,B,1,彼女の寝息は,安らぐ,字義
2797,49,Q30,B,1,彼女の寝息は,美しいメロディだ,名詞隠喩
2798,56,Q30,A,2,彼女の寝息は,小鳥のさえずりのようだ,名詞直喩
2799,24,Q30,A,2,彼女の寝息は,小鳥のさえずりのようだ,名詞直喩
2800,103,Q30,A,1,彼女の寝息は,小さい,字義
2801,50,Q30,B,3,彼女の寝息は,安心でき、小鳥のさえずりのようで、はっきりとは聞こえない,その他直喩
2802,38,Q30,A,1,彼女の寝息は,朧だ,名詞隠喩
2803,79,Q30,B,1,彼女の寝息は,安らぎを与える,字義
2804,47,Q30,B,2,彼女の寝息は,気持ちよく、高音だ,字義
2805,65,Q30,A,1,彼女の寝息は,弱い,字義
2806,13,Q30,B,2,彼女の寝息は,気持ちが良い小鳥のさえずりのようだ,名詞直喩
2807,73,Q30,A,3,彼女の寝息は,フェアである,字義
2808,89,Q30,A,2,彼女の寝息は,小鳥のようだ,名詞直喩
2809,19,Q30,B,1,彼女の寝息は,可愛い,字義
2810,86,Q30,B,2,彼女の寝息は,草原の中の小鳥のさえずりのようだ,名詞直喩
2811,28,Q30,A,3,彼女の寝息は,正当性をもってジャッジされる,字義
2812,32,Q30,B,1,彼女の寝息は,さえずる鳥たちも真似をしそうだ,その他直喩
2813,51,Q30,A,1,彼女の寝息は,静かだ,字義
2814,67,Q30,A,1,彼女の寝息は,物静かだ,字義
2815,29,Q30,A,1,彼女の寝息は,吐息のようだ,名詞直喩
2816,34,Q30,A,1,彼女の寝息は,虫のようだ。,名詞直喩
2817,1,Q30,B,2,彼女の寝息は,歌声のようだ,名詞直喩
2818,135,Q30,B,3,彼女の寝息は,小鳥のさえずりのようだ,名詞直喩
2819,4,Q30,A,3,彼女の寝息は,天秤のようだ,名詞直喩
2820,77,Q30,A,2,彼女の寝息は,ささやくようで、耳に心地よい。,字義
2821,58,Q30,B,2,彼女の寝息は,耳ざわりよく、ハイトーンだ,字義
2822,57,Q30,A,1,彼女の寝息は,小人の息だ,名詞隠喩
2823,104,Q30,A,1,彼女の寝息は,静かだ,字義
2824,37,Q30,B,1,彼女の寝息は,安らかだ,字義
2825,107,Q30,A,3,彼女の寝息は,偏りがなく、等しく、判定される,字義
2826,95,Q30,A,3,彼女の寝息は,秤のようだ,名詞直喩
2827,20,Q30,B,1,彼女の寝息は,気分を害さない,字義
2828,92,Q30,B,3,彼女の寝息は,鳥のさえずりのよう,名詞直喩
2829,42,Q30,A,2,彼女の寝息は,小さく、耳にキーンと聞こえる,字義
2830,78,Q30,A,1,彼女の寝息は,耳をそばだてないと聞こえない,字義
2831,113,Q30,B,1,彼女の寝息は,音楽のようだ,名詞直喩
2832,97,Q30,A,2,彼女の寝息は,ほんの少し聞こえる程度で、小鳥のさえずりのようだ,その他直喩
2833,46,Q30,A,3,彼女の寝息は,天秤のようだ,名詞直喩
2834,40,Q30,A,3,彼女の寝息は,客観的だ,字義
2835,7,Q30,A,2,彼女の寝息は,虫の鳴き声のようだ,名詞直喩
2836,116,Q30,A,2,彼女の寝息は,高音だ,字義
2837,91,Q30,B,1,彼女の寝息は,心地よい,字義
2838,11,Q30,A,2,彼女の寝息は,笛を吹くよう,その他直喩
2839,61,Q30,A,3,彼女の寝息は,偏りがなく信頼できる,字義
2840,2,Q30,B,2,彼女の寝息は,愛おしい,字義
2841,26,Q30,A,3,彼女の寝息は,司法の鑑だ,名詞隠喩
2842,63,Q30,B,2,彼女の寝息は,心に響く音楽だ,名詞隠喩
2843,25,Q30,B,2,彼女の寝息は,バイオリンみたいだ,名詞直喩
2844,71,Q30,A,2,彼女の寝息は,とてもかわいらしい,字義
2845,112,Q30,B,3,彼女の寝息は,健やかだ,字義
2846,76,Q30,B,3,彼女の寝息は,耳に優しい高音で、細やかに聞こえる。,字義
2847,8,Q30,A,2,彼女の寝息は,静かだ,字義
2848,21,Q30,A,1,彼女の寝息は,涼やかである,字義
2849,60,Q30,A,2,彼女の寝息は,笛の音のようだ,名詞直喩
2850,133,Q30,B,3,彼女の寝息は,気持ちよく、高音で、静かだ,字義
2851,18,Q30,A,2,彼女の寝息は,はるか遠くから聞こえるようで、低温とは正反対だ,字義
2852,31,Q30,B,1,彼女の寝息は,落ち着く,字義
2853,83,Q30,A,3,彼女の寝息は,公正だ,字義
2854,64,Q30,A,3,彼女の寝息は,絶対である,字義
2855,90,Q30,A,3,彼女の寝息は,正しい,字義
2856,94,Q30,B,1,彼女の寝息は,気持ちが落ち着く,字義
2857,87,Q30,B,2,彼女の寝息は,クセになるメロディー,名詞隠喩
2858,23,Q30,A,2,彼女の寝息は,楽器のようだ,名詞直喩
2859,12,Q30,B,1,彼女の寝息は,安らかだ,字義
2860,14,Q30,B,1,彼女の寝息は,気持ちよい,字義
2861,45,Q30,B,2,彼女の寝息は,高音のリズムを刻む,字義
2862,88,Q30,B,1,彼女の寝息は,安らぐ音楽のようだ,名詞直喩
2863,80,Q30,A,3,彼女の寝息は,公正明大だ,その他隠喩
2864,85,Q30,B,3,彼女の寝息は,天使の囁きだ,名詞隠喩
2865,17,Q30,B,2,彼女の寝息は,良い音で高く響く,字義
2866,101,Q30,B,3,彼女の寝息は,鳥のさえずりのようだ,名詞直喩
2867,44,Q30,B,2,彼女の寝息は,耳なじみの良い音がする,字義
2868,70,Q30,A,3,彼女の寝息は,裁判官のようだ,名詞直喩
2869,16,Q30,B,1,彼女の寝息は,心が安らぐ,字義
2870,43,Q30,A,3,彼女の寝息は,神のようだ,名詞直喩
2871,35,Q30,B,3,彼女の寝息は,鈴のようだ。,名詞直喩
2872,74,Q30,B,2,彼女の寝息は,うっとりするほど、甲高い,字義
2873,84,Q30,B,2,彼女の寝息は,さざなみのようだ,名詞直喩
2874,124,Q30,B,3,彼女の寝息は,愛おしく、美しく、寂しい,字義
2875,108,Q30,B,3,彼女の寝息は,小鳥の鳴き声のようだ,名詞直喩
2876,136,Q30,B,3,彼女の寝息は,耳に優しくほんの僅かキーが高い,字義
2877,68,Q30,A,1,彼女の寝息は,小さく控えめだ。,字義
2878,9,Q30,B,3,彼女の寝息は,安らかで、響く音で、繊細だ,字義
2879,33,Q30,A,2,彼女の寝息は,静かだ,字義
2880,96,Q30,A,1,彼女の寝息は,静かだ,字義
2881,78,Q4,A,2,彼女の希望は,ついえて、星になった,その他隠喩
2882,7,Q4,A,3,彼女の希望は,灯りのようだ,名詞直喩
2883,15,Q4,A,1,彼女の希望は,崩れ去った,その他隠喩
2884,25,Q4,B,3,彼女の希望は,春のようだが、いつかはなくなる,その他直喩
2885,88,Q4,B,2,彼女の希望は,温厚な光のよう,名詞直喩
2886,99,Q4,A,3,彼女の希望は,陽光みたいに優しい,その他直喩
2887,20,Q4,B,2,彼女の希望は,ほんわかとしていて太陽のようだ,その他直喩
2888,45,Q4,B,3,彼女の希望は,春の日差しのように、空に溶けていく,その他直喩
2889,76,Q4,B,1,彼女の希望は,温もりがある,その他隠喩
2890,66,Q4,B,1,彼女の希望は,夢がある,字義
2891,83,Q4,A,1,彼女の希望は,なくなる,字義
2892,86,Q4,B,3,彼女の希望は,花火みたいだ,名詞直喩
2893,107,Q4,A,1,彼女の希望は,消失する,字義
2894,72,Q4,A,1,彼女の希望は,泡となる。,その他隠喩
2895,41,Q4,B,3,彼女の希望は,聖母のようだ,名詞直喩
2896,24,Q4,A,3,彼女の希望は,湯気のようだ,名詞直喩
2897,58,Q4,B,3,彼女の希望は,ぬくもりを感じさせ、かがやき、なくなってしまう,その他隠喩
2898,47,Q4,B,3,彼女の希望は,熱く、眩しく、終わる,その他隠喩
2899,101,Q4,B,1,彼女の希望は,明るい,その他隠喩
2900,89,Q4,A,3,彼女の希望は,太陽だ,名詞隠喩
2901,22,Q4,A,2,彼女の希望は,前向き,その他隠喩
2902,113,Q4,B,2,彼女の希望は,暖炉のようだ,名詞直喩
2903,102,Q4,B,1,彼女の希望は,ほっこりする,字義
2904,1,Q4,B,3,彼女の希望は,一瞬だ,字義
2905,90,Q4,A,1,彼女の希望は,失せる,字義
2906,135,Q4,B,1,彼女の希望は,思いやりに満ちている,字義
2907,50,Q4,B,1,彼女の希望は,灯火のようだ,名詞直喩
2908,27,Q4,B,1,彼女の希望は,ぬくもりがある,その他隠喩
2909,13,Q4,B,3,彼女の希望は,閉ざされる,その他隠喩
2910,28,Q4,A,1,彼女の希望は,失われる,字義
2911,49,Q4,B,2,彼女の希望は,輝いている,その他隠喩
2912,17,Q4,B,3,彼女の希望は,優しく楽しく、なくなっていく,字義
2913,111,Q4,A,3,彼女の希望は,なくなり、生き生きとし、穏やかだ,字義
2914,104,Q4,A,2,彼女の希望は,スイッチのようだ,名詞直喩
2915,44,Q4,B,3,彼女の希望は,溶けかけの蝋燭のようだ,名詞直喩
2916,12,Q4,B,2,彼女の希望は,光に満ちている,その他隠喩
2917,69,Q4,B,3,彼女の希望は,消える前のローソクだ,名詞隠喩
2918,4,Q4,A,1,彼女の希望は,ろうそくの火のようだ,名詞直喩
2919,56,Q4,A,3,彼女の希望は,ろうそくのようだ,名詞直喩
2920,60,Q4,A,3,彼女の希望は,ろうそくの火のようだ,名詞直喩
2921,84,Q4,B,3,彼女の希望は,フワッとしている,字義
2922,79,Q4,B,2,彼女の希望は,春の陽気のようだ,名詞直喩
2923,5,Q4,A,2,彼女の希望は,夜空のようだ,名詞直喩
2924,82,Q4,A,2,彼女の希望は,ろうそくのようだ,名詞直喩
2925,34,Q4,A,2,彼女の希望は,電気のようだ。,名詞直喩
2926,37,Q4,B,2,彼女の希望は,未来がある,字義
2927,40,Q4,A,1,彼女の希望は,果てる,字義
2928,64,Q4,A,1,彼女の希望は,風前の灯,名詞隠喩
2929,97,Q4,A,3,彼女の希望は,なくなり、輝いていて、ぬくもりを感じる,その他隠喩
2930,38,Q4,A,2,彼女の希望は,消滅し多望,字義
2931,52,Q4,B,2,彼女の希望は,春の季節だ,名詞隠喩
2932,10,Q4,B,3,彼女の希望は,明白だ,字義
2933,54,Q4,B,2,彼女の希望は,輝いている,その他隠喩
2934,53,Q4,B,1,彼女の希望は,光が見える,その他隠喩
2935,94,Q4,B,2,彼女の希望は,前向きである,その他隠喩
2936,65,Q4,A,2,彼女の希望は,無になり、良い方向へ向かっている,字義
2937,95,Q4,A,1,彼女の希望は,終わる,字義
2938,29,Q4,A,2,彼女の希望は,潰えて、また光射す,その他隠喩
2939,31,Q4,B,2,彼女の希望は,平和をもたらす,字義
2940,51,Q4,A,2,彼女の希望は,蝋燭のようだ,名詞直喩
2941,26,Q4,A,1,彼女の希望は,ともしびだ,名詞直喩
2942,67,Q4,A,2,彼女の希望は,ないが、笑顔だ,字義
2943,116,Q4,A,3,彼女の希望は,明るい,その他隠喩
2944,61,Q4,A,1,彼女の希望は,失われる,字義
2945,98,Q4,B,2,彼女の希望は,幸せで満ち溢れている。,字義
2946,55,Q4,A,1,彼女の希望は,散った,その他隠喩
2947,36,Q4,B,3,彼女の希望は,穏やかで、光り、泡となる,その他隠喩
2948,92,Q4,B,1,彼女の希望は,優しい,字義
2949,2,Q4,B,3,彼女の希望は,儚い,字義
2950,124,Q4,B,1,彼女の希望は,明るい,その他隠喩
2951,75,Q4,A,3,彼女の希望は,残り火だ,名詞隠喩
2952,70,Q4,A,1,彼女の希望は,無くなる,字義
2953,77,Q4,A,3,彼女の希望は,薄れて、太陽のようだ,その他直喩
2954,71,Q4,A,3,彼女の希望は,かなえられた,字義
2955,93,Q4,A,2,彼女の希望は,蝋燭のようだ,名詞直喩
2956,59,Q4,B,1,彼女の希望は,優しい,字義
2957,6,Q4,B,1,彼女の希望は,ポカポカだ,字義
2958,30,Q4,B,2,彼女の希望は,太陽のようだ,名詞直喩
2959,136,Q4,B,1,彼女の希望は,ポジティブだ,字義
2960,57,Q4,A,2,彼女の希望は,ろうそくだ,名詞隠喩
2961,21,Q4,A,2,彼女の希望は,無くなり、素晴らしくなる,字義
2962,32,Q4,B,2,彼女の希望は,ひとを幸せにする,字義
2963,18,Q4,A,3,彼女の希望は,泡のようになくなり、春の日差しのようだ,その他直喩
2964,73,Q4,A,1,彼女の希望は,萎んでしまう,字義
2965,103,Q4,A,2,彼女の希望は,なくなり、晴れやか,その他隠喩
2966,91,Q4,B,2,彼女の希望は,ぽかぽかとしていて、光に満ちている,その他隠喩
2967,133,Q4,B,1,彼女の希望は,夢がある,字義
2968,112,Q4,B,1,彼女の希望は,希望に満ちている,字義
2969,8,Q4,A,3,彼女の希望は,風前の灯だ,名詞隠喩
2970,11,Q4,A,3,彼女の希望は,息を吹き返す花火,名詞隠喩
2971,86,Q5,B,3,彼の運命は,急性の病に侵されたようだ,その他直喩
2972,80,Q5,A,1,彼の運命は,いつも不確かだ,字義
2973,108,Q5,B,1,彼の運命は,劇的だ,字義
2974,97,Q5,A,3,彼の運命は,想像不可能で怖いし、いきなりやってくる,字義
2975,24,Q5,A,3,彼の運命は,震災のようだ,名詞直喩
2976,78,Q5,A,2,彼の運命は,誰も知る由がなく、恐怖しかない,字義
2977,53,Q5,B,1,彼の運命は,いきなりおとずれる,字義
2978,112,Q5,B,1,彼の運命は,いきなり向かってくる,字義
2979,28,Q5,A,1,彼の運命は,計り知れない,字義
2980,136,Q5,B,1,彼の運命は,急展開に怯える,字義
2981,95,Q5,A,1,彼の運命は,計り知れない,字義
2982,124,Q5,B,1,彼の運命は,唐突だ,字義
2983,89,Q5,A,3,彼の運命は,自然災害のようだ,名詞直喩
2984,9,Q5,B,1,彼の運命は,いきなり覆われる,その他隠喩
2985,20,Q5,B,2,彼の運命は,予期せぬもので、怖い,字義
2986,90,Q5,A,1,彼の運命は,わからない,字義
2987,45,Q5,B,3,彼の運命は,竜巻に巻き込まれたように翻弄される,その他直喩
2988,61,Q5,A,1,彼の運命は,神のみぞ知る,字義
2989,113,Q5,B,2,彼の運命は,嵐のようだ,名詞直喩
2990,103,Q5,A,2,彼の運命は,見通しが立たず、恐怖だ,その他隠喩
2991,60,Q5,A,3,彼の運命は,地震のようだ,名詞直喩
2992,74,Q5,B,3,彼の運命は,思いがけないことが起こり、おぞましく、想像しがたい,字義
2993,94,Q5,B,2,彼の運命は,こわい,字義
2994,52,Q5,B,2,彼の運命は,一瞬の闇だ,名詞隠喩
2995,6,Q5,B,1,彼の運命は,予想だにしない展開になる,字義
2996,43,Q5,A,1,彼の運命は,台風のようだ,名詞直喩
2997,35,Q5,B,1,彼の運命は,急に変わってしまった。,字義
2998,69,Q5,B,3,彼の運命は,雷のようだ,名詞直喩
2999,58,Q5,B,3,彼の運命は,急に向かってきて、怖くて、想像できない,字義
3000,84,Q5,B,3,彼の運命は,地震のようだ,名詞直喩
3001,67,Q5,A,2,彼の運命は,この先何があるかわからず、恐怖に感じる,字義
3002,88,Q5,B,2,彼の運命は,急激に変化を遂げ、恐怖へと導く,字義
3003,30,Q5,B,2,彼の運命は,ジェットコースター,名詞隠喩
3004,29,Q5,A,2,彼の運命は,不確かで暗澹としている,字義
3005,36,Q5,B,3,彼の運命は,おおわれ、怖く、推測不可能,その他隠喩
3006,87,Q5,B,3,彼の運命は,誰にも分からない,字義
3007,13,Q5,B,3,彼の運命は,危険がいっぱい,字義
3008,62,Q5,B,3,彼の運命は,ジェットコースターのような急展開で悲劇的で誰にも予想ができない,その他直喩
3009,59,Q5,B,1,彼の運命は,突如降り掛かる,その他隠喩
3010,76,Q5,B,1,彼の運命は,予告なしに攻撃を仕掛けてくる。,その他隠喩
3011,27,Q5,B,1,彼の運命は,不意打ちをする,その他隠喩
3012,4,Q5,A,1,彼の運命は,ルーレットのようだ,名詞直喩
3013,72,Q5,A,1,彼の運命は,未知だ。,字義
3014,64,Q5,A,1,彼の運命は,予測不能だ,字義
3015,71,Q5,A,3,彼の運命は,未知数だ,字義
3016,39,Q5,A,2,彼の運命は,暗く模糊としている,その他隠喩
3017,26,Q5,A,1,彼の運命は,行き当たりばったりだ,字義
3018,111,Q5,A,3,彼の運命は,予想できず、凄まじく、急に訪れる,その他隠喩
3019,100,Q5,A,2,彼の運命は,想像を絶する,字義
3020,5,Q5,A,2,彼の運命は,先が見えない,その他隠喩
3021,40,Q5,A,1,彼の運命は,先行きが不透明だ,その他隠喩
3022,85,Q5,B,1,彼の運命は,獰猛な野獣だ,名詞隠喩
3023,14,Q5,B,2,彼の運命は,台風のようだ,名詞直喩
3024,23,Q5,A,3,彼の運命は,予測不能な怖さが急にくる,字義
3025,21,Q5,A,2,彼の運命は,何が起こるか分からず、怖い,字義
3026,116,Q5,A,3,彼の運命は,最悪だ,字義
3027,51,Q5,A,2,彼の運命は,神のみぞ知る,その他隠喩
3028,66,Q5,B,1,彼の運命は,平坦ではない,字義
3029,2,Q5,B,3,彼の運命は,残酷だ,字義
3030,91,Q5,B,2,彼の運命は,前触れもなく降りかかり、背筋が凍る,その他隠喩
3031,57,Q5,A,2,彼の運命は,風に舞う木の葉だ,名詞隠喩
3032,8,Q5,A,3,彼の運命は,闇だ,名詞隠喩
3033,19,Q5,B,2,彼の運命は,悪い方向に急変する,字義
3034,1,Q5,B,3,彼の運命は,唐突だ,字義
3035,93,Q5,A,2,彼の運命は,デッドボールのようだ,名詞直喩
3036,33,Q5,A,3,彼の運命は,前触れなく訪れる,字義
3037,102,Q5,B,1,彼の運命は,予期せず荒波にのまれる,その他隠喩
3038,50,Q5,B,1,彼の運命は,予知せぬ地震のようだ,名詞直喩
3039,99,Q5,A,3,彼の運命は,波乱万丈だ,その他隠喩
3040,49,Q5,B,2,彼の運命は,大きな壁が立ちはだかる,その他隠喩
3041,79,Q5,B,2,彼の運命は,不意打ちがあり、物々しい,その他隠喩
3042,83,Q5,A,1,彼の運命は,先行きが見えない,その他隠喩
3043,68,Q5,A,2,彼の運命は,誰にもわからず、不安を駆り立てる。,字義
3044,75,Q5,A,3,彼の運命は,地震だ,名詞隠喩
3045,25,Q5,B,3,彼の運命は,誰にも分らない,字義
3046,98,Q5,B,2,彼の運命は,急激に変化を与え、苦しむだろう,字義
3047,15,Q5,A,1,彼の運命は,誰にも分らない,字義
3048,37,Q5,B,2,彼の運命は,悲劇だ,名詞隠喩
3049,55,Q5,A,1,彼の運命は,嵐だ,名詞隠喩
3050,41,Q5,B,3,彼の運命は,ジェットコースターだ,名詞隠喩
3051,17,Q5,B,3,彼の運命は,不幸で急な変化が多い,字義
3052,56,Q5,A,3,彼の運命は,滝つぼのようだ,名詞直喩
3053,22,Q5,A,2,彼の運命は,おどろおどろしい,字義
3054,7,Q5,A,3,彼の運命は,事故のようだ,名詞直喩
3055,65,Q5,A,2,彼の運命は,神のみぞ知る,字義
3056,70,Q5,A,1,彼の運命は,計り知れない,字義
3057,12,Q5,B,2,彼の運命は,劇的だ,字義
3058,104,Q5,A,2,彼の運命は,先の見えぬ闇のようだ,名詞直喩
3059,54,Q5,B,2,彼の運命は,畏敬だ,字義
3060,81,Q5,A,3,彼の運命は,先が見えず、恐怖を抱くもんであり、急に降ってくるものである,その他隠喩
3061,21,Q6,A,2,彼女の沈黙は,静寂の闇だ,名詞隠喩
3062,48,Q6,A,1,彼女の沈黙は,静寂だ,字義
3063,67,Q6,A,2,彼女の沈黙は,すごくおとなしい,字義
3064,98,Q6,B,2,彼女の沈黙は,こわい,字義
3065,46,Q6,A,1,彼女の沈黙は,真夜中のようだ,名詞直喩
3066,50,Q6,B,1,彼女の沈黙は,海の底に沈んでいるようだ,名詞直喩
3067,104,Q6,A,2,彼女の沈黙は,廃墟のようだ,名詞直喩
3068,112,Q6,B,1,彼女の沈黙は,怖い,字義
3069,10,Q6,B,3,彼女の沈黙は,冷静だ,字義
3070,74,Q6,B,3,彼女の沈黙は,強く影を落として、ダークで、静粛だ,その他隠喩
3071,43,Q6,A,1,彼女の沈黙は,夜のようだ,名詞直喩
3072,25,Q6,B,3,彼女の沈黙は,漆黒の闇のようだ,名詞直喩
3073,38,Q6,A,2,彼女の沈黙は,閑かで重苦しげだ,字義
3074,12,Q6,B,2,彼女の沈黙は,海底のようだ,名詞直喩
3075,20,Q6,B,2,彼女の沈黙は,長く、重々しい,字義
3076,135,Q6,B,1,彼女の沈黙は,永遠のように感じられる,字義
3077,16,Q6,B,2,彼女の沈黙は,重い,その他隠喩
3078,4,Q6,A,1,彼女の沈黙は,海の底のようだ,名詞直喩
3079,59,Q6,B,1,彼女の沈黙は,重い,その他隠喩
3080,70,Q6,A,1,彼女の沈黙は,森のようだ,名詞直喩
3081,2,Q6,B,3,彼女の沈黙は,重苦しい,字義
3082,99,Q6,A,3,彼女の沈黙は,闇夜を感じさせる,名詞直喩
3083,65,Q6,A,2,彼女の沈黙は,水を売ったような静けさだ,その他隠喩
3084,92,Q6,B,1,彼女の沈黙は,夜の闇,名詞隠喩
3085,31,Q6,B,2,彼女の沈黙は,シリアスな雰囲気だ,字義
3086,18,Q6,A,3,彼女の沈黙は,湖の底のようだ,名詞直喩
3087,107,Q6,A,1,彼女の沈黙は,静寂だ,字義
3088,60,Q6,A,3,彼女の沈黙は,海の底のようだ,名詞直喩
3089,1,Q6,B,3,彼女の沈黙は,重い,その他隠喩
3090,29,Q6,A,2,彼女の沈黙は,夜の海のようだ,名詞直喩
3091,14,Q6,B,2,彼女の沈黙は,深海のようだ,名詞直喩
3092,96,Q6,A,2,彼女の沈黙は,憂いを帯びている,字義
3093,3,Q6,B,2,彼女の沈黙は,底なし沼のようだ,名詞直喩
3094,64,Q6,A,1,彼女の沈黙は,深い洞窟の中にいるようだ,名詞直喩
3095,39,Q6,A,2,彼女の沈黙は,夜の沼のようだ,名詞直喩
3096,7,Q6,A,3,彼女の沈黙は,深海のようだ,名詞直喩
3097,13,Q6,B,3,彼女の沈黙は,落ち着いている,字義
3098,136,Q6,B,1,彼女の沈黙は,底なし沼だ,名詞隠喩
3099,40,Q6,A,1,彼女の沈黙は,寂しい,字義
3100,15,Q6,A,1,彼女の沈黙は,無音だ,字義
3101,51,Q6,A,2,彼女の沈黙は,夜だ,名詞隠喩
3102,113,Q6,B,2,彼女の沈黙は,深海のようだ,名詞直喩
3103,94,Q6,B,2,彼女の沈黙は,こわい,字義
3104,37,Q6,B,2,彼女の沈黙は,重い,その他隠喩
3105,9,Q6,B,1,彼女の沈黙は,底なし沼だ,名詞隠喩
3106,47,Q6,B,3,彼女の沈黙は,深刻で、闇のように、静寂だ,その他直喩
3107,5,Q6,A,2,彼女の沈黙は,沼底のようだ,名詞直喩
3108,33,Q6,A,3,彼女の沈黙は,暗い森のようだ,名詞直喩
3109,78,Q6,A,2,彼女の沈黙は,深海のようだ,名詞直喩
3110,42,Q6,A,3,彼女の沈黙は,シーンとしていて真っ暗、底なしのようだ,その他直喩
3111,116,Q6,A,3,彼女の沈黙は,不協和音,その他隠喩
3112,111,Q6,A,3,彼女の沈黙は,穏やかで、重苦しく、奥深い,字義
3113,36,Q6,B,3,彼女の沈黙は,奥で、闇で、静寂だ,その他隠喩
3114,54,Q6,B,2,彼女の沈黙は,どんよりしている,字義
3115,45,Q6,B,3,彼女の沈黙は,沼の底のようだ,名詞直喩
3116,35,Q6,B,1,彼女の沈黙は,重い。,その他隠喩
3117,28,Q6,A,1,彼女の沈黙は,無音だ,字義
3118,83,Q6,A,1,彼女の沈黙は,ひっそりしている,字義
3119,82,Q6,A,2,彼女の沈黙は,死人のようだ,名詞直喩
3120,11,Q6,A,3,彼女の沈黙は,ハーデスの世界,名詞隠喩
3121,97,Q6,A,3,彼女の沈黙は,音一つなく、ぴんと張りつめている,その他隠喩
3122,87,Q6,B,3,彼女の沈黙は,深海にいるみたいだ,その他直喩
